TECH_APP_L_AIR_6_3_NAME;Improved Interceptors;;;;;;;;;;X
TECH_APP_L_AIR_6_3_DESC;This fighter aircraft was designed to function primarily in the role of an interceptor with an excellent dog- fighting capability but no ground attack potential. It had a good speed of 600 km/h and a medium range of 1200 kilometres. It had a good durability, survival, payload capacity and manoeuvrability. Historically this was the German Fw 190, British Tempest, US F6F Hellcat, Italian Re2005 and Japanese Ki84.;;;;;;;;;;X
TECH_APP_L_AIR_6_2_NAME;Improved SR Fighter Prototype Tests;;;;;;;;;;X
TECH_APP_L_AIR_6_2_DESC;The technological achievements in the fields of engine propulsion, airframe and aerodynamics could now be designed into an Improved SR Fighter Prototype. This prototype had to undergo massive field tests to validate the design. Not until the prototype has been extensively tested can a series-production fighter be designed.;;;;;;;;;;X
TECH_APP_L_AIR_6_1_NAME;Basic Centimetric Anti-Air Artillery Radar;;;;;;;;;;X
TECH_APP_L_AIR_6_1_DESC;This was the basic anti-air artillery radar that made use of the centimetric system. The radar could detect targets and aid anti-air artillery in the targeting of airborne threats.;;;;;;;;;;X
TECH_APP_L_AIR_5_3_NAME;Advanced Decimetric Anti-Air Artillery Radar;;;;;;;;;;X
TECH_APP_L_AIR_5_3_DESC;This was the advanced anti-air artillery radar that made use of the decimetric system. The radar could detect targets and aid anti-air artillery in the targeting of airborne threats. Historically this was the German W�rzburg Riese.;;;;;;;;;;X
TECH_APP_L_AIR_5_2_NAME;Improved Aerodynamics;;;;;;;;;;X
TECH_APP_L_AIR_5_2_DESC;The aerodynamics of an aircraft determined its manoeuvrability in the air, which in turn determined its combat and survival capabilities. This airframe had good capabilities.;;;;;;;;;;X
TECH_APP_L_AIR_5_1_NAME;Improved Airframes;;;;;;;;;;X
TECH_APP_L_AIR_5_1_DESC;The airframe of an aircraft determined durability, survival and payload capacity. This airframe had good capabilities.;;;;;;;;;;X
TECH_APP_L_AIR_4_6_NAME;Improved Long Range Fighter Engines;;;;;;;;;;X
TECH_APP_L_AIR_4_6_DESC;The engine of an aircraft determined its speed, range and combat performance.;;;;;;;;;;X
TECH_APP_L_AIR_4_5_NAME;Improved Medium Range Fighter Engines;;;;;;;;;;X
TECH_APP_L_AIR_4_5_DESC;The engine of an aircraft determined its speed, range and combat performance.;;;;;;;;;;X
TECH_APP_L_AIR_4_4_NAME;Basic Centimetric Airborne Interceptor Radar;;;;;;;;;;X
TECH_APP_L_AIR_4_4_DESC;This was the basic centimetric radar small and light enough to fit into an aircraft. It gave the pilot an advantage over the enemy as he could track and direct his attack against his adversary in real-time.;;;;;;;;;;X
TECH_APP_L_AIR_4_3_NAME;Improved Decimetric Airborne Interceptor Radar;;;;;;;;;;X
TECH_APP_L_AIR_4_3_DESC;This was the improved decimetric radar small and light enough to fit into an aircraft. It gave the pilot an advantage over the enemy as he could track and direct his attack against his adversary in real-time.;;;;;;;;;;X
TECH_APP_L_AIR_4_2_NAME;Improved Decimetric Anti-Air Artillery Radar;;;;;;;;;;X
TECH_APP_L_AIR_4_2_DESC;: This was the improved anti-air artillery radar that made use of the decimetric system. The radar could detect targets and aid anti-air artillery in the targeting of airborne threats. Historically this was the German W�rzburg.;;;;;;;;;;X
TECH_APP_L_AIR_4_1_NAME;Improved Short Range Fighter Engines;;;;;;;;;;X
TECH_APP_L_AIR_4_1_DESC;The engine of an aircraft determined its speed, range and combat performance.;;;;;;;;;;X
TECH_APP_L_AIR_3_2_NAME;Basic Decimetric Airborne Interceptor Radar;;;;;;;;;;X
TECH_APP_L_AIR_3_2_DESC;This was the first decimetric radar small and light enough to fit into an aircraft. It gave the pilot an advantage over the enemy as he could track and direct his attack against his adversary in real-time. Historically this was the British AI.;;;;;;;;;;X
TECH_APP_L_AIR_3_1_NAME;Basic Decimetric Anti-Air Artillery Radar;;;;;;;;;;X
TECH_APP_L_AIR_3_1_DESC;This was the first anti-air artillery radar that made use of the decimetric system. The radar could detect targets and aid anti-air artillery in the targeting of airborne threats.;;;;;;;;;;X
TECH_APP_L_AIR_2_6_NAME;Basic Escort Fighters;;;;;;;;;;X
TECH_APP_L_AIR_2_6_DESC;This fighter aircraft was designed to function primarily as an Escort Fighter with a good dog fighting and ground attack capability. It had a limited speed of 500 km/h and a medium range of 1200 kilometres. It had limited durability, survival, payload capability and manoeuvrability. Historically this was the German Me 110, British Whirlwind, US P-36 Mohawk, Italian CR42 and Japanese Ki45.;;;;;;;;;;X
TECH_APP_L_AIR_2_5_NAME;Basic LR Fighter Prototype Tests;;;;;;;;;;X
TECH_APP_L_AIR_2_5_DESC;The technological achievements in the fields of engine propulsion, airframe and aerodynamics could now be designed into a Basic LR Fighter Prototype. This prototype had to undergo massive field tests to validate the design. Not until the prototype has been extensively tested can a series-production fighter be designed.;;;;;;;;;;X
TECH_APP_L_AIR_2_4_NAME;Basic Multirole Fighters;;;;;;;;;;X
TECH_APP_L_AIR_2_4_DESC;This fighter aircraft was designed to function primarily as a multirole fighter with a very good dog fighting capability but a limited ground attack capability. It had a limited speed of 500 km/h and a medium range of 900 kilometres. It had limited durability, survival, payload capability and manoeuvrability. Historically this was the German Me 112, British Hurricane, US F4F Wildcat, Italian Macchi200 and Japanese Ki37.;;;;;;;;;;X
TECH_APP_L_AIR_2_3_NAME;Basic MR Fighter Prototype Tests;;;;;;;;;;X
TECH_APP_L_AIR_2_3_DESC;The technological achievements in the fields of engine propulsion, airframe and aerodynamics could now be designed into a Basic MR Fighter Prototype. This prototype had to undergo massive field tests to validate the design. Not until the prototype has been extensively tested can a series-production fighter be designed.;;;;;;;;;;X
TECH_APP_L_AIR_2_2_NAME;Basic Interceptors;;;;;;;;;;X
TECH_APP_L_AIR_2_2_DESC;This fighter aircraft was designed to function primarily in the role of an interceptor with an excellent dog-fighting capability but no ground attack potential. It had a limited speed of 500 km/h and a medium range of 900 kilometres. It had limited durability, survival, payload capacity and manoeuvrability. Historically this was the German Me 109, British Spitfire, US P-40 Tomahawk, Italian Re2000 and Japanese A6M3.;;;;;;;;;;X
TECH_APP_L_AIR_2_1_NAME;Basic SR Fighter Prototype Tests;;;;;;;;;;X
TECH_APP_L_AIR_2_1_DESC;The technological achievements in the fields of engine propulsion, airframe and aerodynamics could now be designed into a Basic SR Fighter Prototype. This prototype had to undergo massive field tests to validate the design. Not until the prototype has been extensively tested can a series-production fighter be designed.;;;;;;;;;;X
TECH_APP_L_AIR_12_6_NAME;VTOL Fighters;;;;;;;;;;X
TECH_APP_L_AIR_12_6_DESC;This fighter aircraft was designed to function primarily in the role of a multirole fighter with VTOL capability. It had an unsurpassed speed of 1200 km/h and a range of 1600 kilometres. It had unsurpassed durability, survival, payload capacity and manoeuvrability.;;;;;;;;;;X
TECH_APP_L_AIR_12_5_NAME;VTOL Fighter Prototype Tests;;;;;;;;;;X
TECH_APP_L_AIR_12_5_DESC;The technological achievements in turbojet engine propulsion and Vertical Take-Off And Landing (VTOL) technology could now be designed into a VTOL Fighter prototype. This prototype had to undergo massive field tests to validate the design. Not until the prototype has been extensively tested can a series-production VTOL fighter be designed.;;;;;;;;;;X
TECH_APP_L_AIR_12_4_NAME;Helicopters;;;;;;;;;;X
TECH_APP_L_AIR_12_4_DESC;At this stage it is possible develop the military helicopter. It is still small and will only later be able to take part in effective military operations, but other applications will allow it to be used in C3I and ASW roles.;;;;;;;;;;X
TECH_APP_L_AIR_12_3_NAME;Helicopter Prototype Tests;;;;;;;;;;X
TECH_APP_L_AIR_12_3_DESC;The technological achievements in the fields of helicopter engine propulsion and durable helicopter airframes could now be designed into a Helicopter Prototype. This prototype had to undergo massive field tests to validate the design. Not until the prototype has been extensively tested can a series-production helicopter be designed.;;;;;;;;;;X
TECH_APP_L_AIR_12_2_NAME;Durable Helicopter Airframe;;;;;;;;;;X
TECH_APP_L_AIR_12_2_DESC;The Helicopter was invented well before the war, but it proved difficult to build a helicopter with a durable enough airframe allowing it to serve in a military role.;;;;;;;;;;X
TECH_APP_L_AIR_12_1_NAME;Durable Helicopter Engine;;;;;;;;;;X
TECH_APP_L_AIR_12_1_DESC;The Helicopter was invented well before the war, but it proved difficult to build a helicopter with an engine powerful enough to allow it to serve in a military role.;;;;;;;;;;X
TECH_APP_L_AIR_11_4_NAME;Semi-Modern Turbojet Fighters;;;;;;;;;;X
TECH_APP_L_AIR_11_4_DESC;This fighter aircraft was designed to function primarily in the role of an interceptor with an excellent dog-fighting capability but with little ground attack potential. It had an unsurpassed speed of 1200 km/h and a range of 1600 kilometres. It had unsurpassed durability, survival, payload capacity and manoeuvrability.;;;;;;;;;;X
TECH_APP_L_AIR_11_3_NAME;Semi-Modern Turbojet Fighter Prototype Tests;;;;;;;;;;X
TECH_APP_L_AIR_11_3_DESC;The technological achievements in the fields of turbojet engine propulsion, airframe and aerodynamics could now be designed into a Semi-Modern Turbojet Fighter Prototype. This prototype had to undergo massive field tests to validate the design. Not until the prototype has been extensively tested can a series-production fighter be designed.;;;;;;;;;;X
TECH_APP_L_AIR_11_2_NAME;Semi-Modern Rocket Fighters;;;;;;;;;;X
TECH_APP_L_AIR_11_2_DESC;This fighter aircraft was designed to function primarily in the role of a multirole fighter. It had an unsurpassed speed of 1100 km/h and a range of 800 kilometres. It had unsurpassed durability, survival, payload capacity and manoeuvrability.;;;;;;;;;;X
TECH_APP_L_AIR_11_1_NAME;Semi-Modern Rocket Fighter Prototype Tests;;;;;;;;;;X
TECH_APP_L_AIR_11_1_DESC;The technological achievements in the fields of ramjet engine propulsion, airframe and aerodynamics could now be designed into a Semi-Modern Rocket Fighter Prototype. This prototype had to undergo massive field tests to validate the design. Not until the prototype has been extensively tested can a series-production fighter be designed.;;;;;;;;;;X
TECH_APP_L_AIR_10_4_NAME;Semi-Modern Aerodynamics;;;;;;;;;;X
TECH_APP_L_AIR_10_4_DESC;The aerodynamics of an aircraft determined its manoeuvrability in the air, which in turn determined its combat and survival capabilities. This airframe had unsurpassed capabilities.;;;;;;;;;;X
TECH_APP_L_AIR_10_3_NAME;Semi-Modern Airframe;;;;;;;;;;X
TECH_APP_L_AIR_10_3_DESC;The airframe of an aircraft determined durability, survival and payload capacity. This airframe had unsurpassed capabilities.;;;;;;;;;;X
TECH_APP_L_AIR_10_2_NAME;Semi-Modern Turbojet Engines;;;;;;;;;;X
TECH_APP_L_AIR_10_2_DESC;: The engine of an aircraft determined its speed and range. This engine had an unsurpassed speed of 1200 km/h and a range of 1600 kilometres. It was based on a new technology called Turbojet.;;;;;;;;;;X
TECH_APP_L_AIR_10_1_NAME;Semi-Modern Rocket Engines;;;;;;;;;;X
TECH_APP_L_AIR_10_1_DESC;The engine of an aircraft determined its speed and range. This engine had an unsurpassed speed of 1100 km/h and a range of 800 kilometres. It was based on a new technology called Ramjet.;;;;;;;;;;X
TECH_APP_L_AIR_1_5_NAME;Basic Long Range Fighter Engines;;;;;;;;;;X
TECH_APP_L_AIR_1_5_DESC;The engine of an aircraft determined its speed, range and combat performance.;;;;;;;;;;X
TECH_APP_L_AIR_1_4_NAME;Basic Medium Range Fighter Engines;;;;;;;;;;X
TECH_APP_L_AIR_1_4_DESC;The engine of an aircraft determined its speed, range and combat performance.;;;;;;;;;;X
TECH_APP_L_AIR_1_3_NAME;Basic Aerodynamics;;;;;;;;;;X
TECH_APP_L_AIR_1_3_DESC;The aerodynamics of an aircraft determined its manoeuvrability in the air, which in turn determined its combat and survival capabilities. This airframe had limited capabilities.;;;;;;;;;;X
TECH_APP_L_AIR_1_2_NAME;Basic Airframes;;;;;;;;;;X
TECH_APP_L_AIR_1_2_DESC;The airframe of an aircraft determined durability, survival and payload capacity. This airframe had limited capabilities.;;;;;;;;;;X
TECH_APP_L_AIR_1_1_NAME;Basic Short Range Fighter Engines;;;;;;;;;;X
TECH_APP_L_AIR_1_1_DESC;The engine of an aircraft determined its speed, range and combat performance.;;;;;;;;;;X
TECH_APP_INF_9_6_NAME;Divisional LR Recon Battalion;;;;;;;;;;X
TECH_APP_INF_9_6_DESC;By designating further separate Long-Range Reconnaissance Battalions even lower down in the chain of command to the Divisional HQs, the knowledge of enemy forces and movements were vastly improved. These lone battalions were often equipped with special long-range vehicles and more often than not they consisted of ranger-trained soldiers.;;;;;;;;;;X
TECH_APP_INF_9_5_NAME;Improved Signal Interception and Jamming Units;;;;;;;;;;X
TECH_APP_INF_9_5_DESC;By designing such signal warfare units, loaded with specialists and electronic equipment, enemy radio communications could be intercepted, codes broken, and messages and orders read. Furthermore these units used special jamming transmitters that could choke an enemy frequency with nonsense messages. By doing that the enemy's C3I system could be temporarily disrupted. These improved units have better radios and more powerful transmitters. They also have a more efficient code-breaking capacity.;;;;;;;;;;X
TECH_APP_INF_9_4_NAME;Advanced Army Signal Command System;;;;;;;;;;X
TECH_APP_INF_9_4_DESC;This application will give your Armies an excellent signal command system that enables the Army Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the ability to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_9_3_NAME;Advanced Corps Signal Command System;;;;;;;;;;X
TECH_APP_INF_9_3_DESC;This application will give your Corps an excellent signal command system that enables the Corps Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the ability to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_9_2_NAME;Advanced Divisional Signal Command System;;;;;;;;;;X
TECH_APP_INF_9_2_DESC;This application will give your Divisions an excellent signal command system that enables the Divisional Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the ability to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_9_1_NAME;Near-Infrared Scope;;;;;;;;;;X
TECH_APP_INF_9_1_DESC;By incorporating small-sized active infrared flashlights at every level of an infantry unit its fighting capability in darkness was highly improved. The Near-Infrared Scope was not very cumbersome to operate, but it was very expensive to supply. This expensive application is considered to provide a division with one scope per company, which will allow the commanding officer to direct his troops with good real time intelligence.;;;;;;;;;;X
TECH_APP_INF_8_5_NAME;Improved Magnetic AT Mine;;;;;;;;;;X
TECH_APP_INF_8_5_DESC;This weapon was an improved anti-tank mine with magnetic characteristics. Not only did it stick to the tank and thus increased its armour penetration power, but it was also light and could be used by infantrymen running up to the tank and applying it by hand. The main improvement was the use of new explosive chemicals that made it lighter and more powerful than its predecessor.;;;;;;;;;;X
TECH_APP_INF_8_4_NAME;Wire-Guided AT-Missile;;;;;;;;;;X
TECH_APP_INF_8_4_DESC;This means further testing, refinement and development of a Surface-to-Surface Missile used by your infantry as a Wire-Guided Anti-Tank Missile (ATGM) for use against enemy armoured vehicles. It uses a liquid-fuel rocket engine and is navigated and stabilized by a gyroscope and joystick guidance. This application contains a hollow charge warhead armed with an impact fuse, which can penetrate over 200mm of armour at 1000 meters. The tactical problem is to get it within range and into action before it has been destroyed by the enemy.;;;;;;;;;;X
TECH_APP_INF_8_3_NAME;AT Recoilless Rocket Launcher;;;;;;;;;;X
TECH_APP_INF_8_3_DESC;The Anti-Tank Recoilless Rocket Launcher was a man-held portable tube with much of the characteristics of the single-shot tube-launched rocket. However this weapon could be reloaded and fired over and over again. It was effective against armoured targets, but it could also shoot High-Explosive shells against infantry with great effect.;;;;;;;;;;X
TECH_APP_INF_8_2_NAME;Basic Assault Rifle;;;;;;;;;;X
TECH_APP_INF_8_2_DESC;The Basic Assault Rifle was designed to merge the best elements from the submachinegun with those of the service rifle, thus it provided the range and hit accuracy of the service rifle but with the rate of fire of the submachinegun.;;;;;;;;;;X
TECH_APP_INF_8_1_NAME;Improved Submachinegun;;;;;;;;;;X
TECH_APP_INF_8_1_DESC;The improved submachinegun was more reliable and had a higher range and rate of fire than the basic model.;;;;;;;;;;X
TECH_APP_INF_7_4_NAME;Tank Transportation Trucks;;;;;;;;;;X
TECH_APP_INF_7_4_DESC;Tracked units on the march tend to break down relatively easily due to the friction and weight of the vehicle. A unit may lose as many as half of its heavy tracked vehicles in a day due to breakdowns. In these days heavy mechanized vehicles were far too few and precious to have sitting by the road. Tank Transporter Trucks could solve this by simply transporting the tanks to their combat destination.;;;;;;;;;;X
TECH_APP_INF_7_3_NAME;Refuel and Ammo Teams;;;;;;;;;;X
TECH_APP_INF_7_3_DESC;The Refuelling and Ammunition Team was a battalion sized taskforce equipped and trained to refuel and load a ground combat unit on the march close to the forward area. It allowed a ground combat unit to be re-supplied while manuevring at the forward area rather then having to pull back to a rear-area supply point.;;;;;;;;;;X
TECH_APP_INF_7_2_NAME;Standardized Cargo Spaces;;;;;;;;;;X
TECH_APP_INF_7_2_DESC;Standardized Cargo Spaces allowed a cargo logistics system that could transport all supplies directly to the front. Ships, aeroplanes, trains and trucks were converted and constructed to be able to take the same standardized cargo.;;;;;;;;;;X
TECH_APP_INF_7_1_NAME;Standardized Ammunition;;;;;;;;;;X
TECH_APP_INF_7_1_DESC;The standardization of munitions increased the volume of supplies needed, but most importantly allowed for a greater flexibility in logistics. A shipment or truck convoy earmarked for a combat unit could be swiftly redirected to another unit since both took the same supplies.;;;;;;;;;;x
TECH_APP_INF_6_5_NAME;Corps LR Recon Battalion;;;;;;;;;;X
TECH_APP_INF_6_5_DESC;By designating Long-Range Reconnaissance Battalions separate to Corps HQs, the knowledge of enemy forces and movements was vastly improved. These lone battalions were often equipped with special long-range vehicles and more often than not they consisted of ranger-trained soldiers.;;;;;;;;;;X
TECH_APP_INF_6_4_NAME;Basic Signal Interception and Jamming Units;;;;;;;;;;X
TECH_APP_INF_6_4_DESC;By designing such signal warfare units, loaded with specialists and electronic equipment, enemy radio communications could be intercepted, codes broken, and messages and orders read. Furthermore these units used special jamming transmitters that could choke an enemy frequency with nonsense messages. By doing that the enemy's C3I system could be temporarily disrupted.;;;;;;;;;;X
TECH_APP_INF_6_3_NAME;Improved Army Signal Command System;;;;;;;;;;X
TECH_APP_INF_6_3_DESC;This application will give your Armies a good signal command system that enables the Army Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the possible ability to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_6_2_NAME;Improved Corps Signal Command System;;;;;;;;;;X
TECH_APP_INF_6_2_DESC;This application will give your Corps a good signal command system that enables the Corps Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the possible ability to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_6_1_NAME;Improved Divisional Signal Command System;;;;;;;;;;X
TECH_APP_INF_6_1_DESC;This application will give your Divisions a good signal command system that enables the Divisional Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the possible ability to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_5_8_NAME;Amphibious Crossing Equipment;;;;;;;;;;X
TECH_APP_INF_5_8_DESC;This equipment constisted of ferries and motor-tugs that were specifically designed to ferry men, vehicles and supplies across a water obstacle. This equipment allowed troops to cross a river without a bridge, and could therefore be used to establish a bridgehead on the opposite side of a river and secure it, before a bridge was constructed.;;;;;;;;;;X
TECH_APP_INF_5_7_NAME;Mine-Clearing Equipment;;;;;;;;;;X
TECH_APP_INF_5_7_DESC;This equipment included items such as man-held detectors, mine-plow vehicles, and so-called Bangalores. It allowed units to negotiate mine obstacles and to find a passage through such obstructions.;;;;;;;;;;X
TECH_APP_INF_5_6_NAME;Portable Military Bridge;;;;;;;;;;X
TECH_APP_INF_5_6_DESC;The Portable Military Bridge was a steel bridge constructed specifically for use by the military. It was designed to be carried in several trucks and be constructed easily and rapidly over any water obstacle. It greatly improved the mobility of ground combat units.;;;;;;;;;;X
TECH_APP_INF_5_5_NAME;Advanced Tube-Launched Rocket;;;;;;;;;;X
TECH_APP_INF_5_5_DESC;An advanced single-shot tube-launched rocket that was very effective against armoured targets. It was very easy to use and was lightweight enough that it could be worn on the soldier's back. It had longer range and better hit probability than the improved version.;;;;;;;;;;X
TECH_APP_INF_5_4_NAME;Improved Tube-Launched Rocket;;;;;;;;;;X
TECH_APP_INF_5_4_DESC;An improved single-shot tube-launched rocket that was very effective against armoured targets. It was very easy to use and was lightweight enough that it could be worn on the soldier's back. It had longer range and better hit probability than the basic version.;;;;;;;;;;X
TECH_APP_INF_5_3_NAME;Basic Tube-Launched Rocket;;;;;;;;;;X
TECH_APP_INF_5_3_DESC;A basic single-shot tube-launched rocket that was very effective against armoured targets. It was very easy to use and was lightweight enough that it could be worn on the soldier's back.;;;;;;;;;;X
TECH_APP_INF_5_2_NAME;Basic Magnetic AT Mines;;;;;;;;;;X
TECH_APP_INF_5_2_DESC;This weapon was a basic anti-tank mine with magnetic characteristics. Not only did it stick to the tank and thus increase its armour penetration power, but it was also rather light and could be used by infantrymen running up to the tank and applying it by hand.;;;;;;;;;;X
TECH_APP_INF_5_1_NAME;Basic Submachinegun;;;;;;;;;;X
TECH_APP_INF_5_1_DESC;Up to the present, the primary armament for the infantryman had been the service rifle. However, a wish for a simpler weapon with more firepower was asked for, thus the birth of the submachinegun. It spread fire over a short range and with lack of marksmanship, but the firepower was often used to pin the enemy while outflanking them. For some units such as the Paratroopers, the submachinegun became the primary weapon, as the standard rifle was too long and bulky to carry in an airdrop.;;;;;;;;;;X
TECH_APP_INF_4_5_NAME;Bulldozer;;;;;;;;;;X
TECH_APP_INF_4_5_DESC;The Bulldozer was by no means a new invention, it had been in service in the civilian engineering industry for many years, but this version was a heavy reinforced tracked bulldozer allowing it to serve combat units in the field effectively. It was used frequently to construct defensive positions for ground combat units.;;;;;;;;;;X
TECH_APP_INF_4_4_NAME;Front-Line Medical Station;;;;;;;;;;X
TECH_APP_INF_4_4_DESC;The Front-Line Medical Station could serve as a small virtual hospital close to the forward edge of the battle area. It allowed soldiers wounded in battle to receive proper medical treatment within minutes rather than hours.;;;;;;;;;;X
TECH_APP_INF_4_3_NAME;Blood Transfusions;;;;;;;;;;X
TECH_APP_INF_4_3_DESC;Blood Transfusions were a crucial medical improvement needed to provide proper medical services in the field.;;;;;;;;;;X
TECH_APP_INF_4_2_NAME;Penicillin, DDT and Mepacrine;;;;;;;;;;X
TECH_APP_INF_4_2_DESC;Penicillin, DDT and Mepacrine where all crucial medical improvements needed to provide proper medical services in the field.;;;;;;;;;;X
TECH_APP_INF_4_1_NAME;Medium Mortar;;;;;;;;;;X
TECH_APP_INF_4_1_DESC;The mortar allowed a small infantry sub-unit to carry its own organic indirect fire support. This could prove decisive in a sub-unit battle.;;;;;;;;;;X
TECH_APP_INF_3_8_NAME;Army Long-Range Recon Battalion;;;;;;;;;;X
TECH_APP_INF_3_8_DESC;By designating Long-Range Reconnaissance Battalions separate to the Army HQs, the knowledge of enemy forces and movements was improved. These lone battalions were often equipped with special long-range vehicles and more often than not they consisted of ranger-trained soldiers.;;;;;;;;;;X
TECH_APP_INF_3_7_NAME;Basic Army Signal Command System;;;;;;;;;;X
TECH_APP_INF_3_7_DESC;This application will give your Armies an adequate signal command system that enables the Army Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the possible abilty to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_3_6_NAME;Basic Corps Signal Command System;;;;;;;;;;X
TECH_APP_INF_3_6_DESC;This application will give your Corps an adequate signal command system that enables the Corps Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the possible abilty to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_3_5_NAME;Basic Divisional Signal Command System;;;;;;;;;;X
TECH_APP_INF_3_5_DESC;This application will give your Divisions an adequate signal command system that enables the Divisional Commander to direct and control his subordinate units with some efficiency and speed. It will also give him the possible abilty to track the movement and operations of the enemy in his vicinity and thus form plans to attack these hostile formations.;;;;;;;;;;X
TECH_APP_INF_3_4_NAME;Effective Land Mines;;;;;;;;;;X
TECH_APP_INF_3_4_DESC;The land mine was excessively used during the 'Great War', but they were unstable, dangerous and cumbersome to adapt. This new generation of mines will effectively and quickly be put into use by the infantry and with great defensive value.;;;;;;;;;;X
TECH_APP_INF_3_3_NAME;Anti-Tank Rifle;;;;;;;;;;X
TECH_APP_INF_3_3_DESC;This weapon was designed to kill tanks, but it did not. It could at most hurt unarmed trucks, but it was less efficient than a standard machinegun. The weapon was mostly outmoded by tank armour before it was delivered to the troops, but its deficiency ignited a will to produce better infantry anti-tank weapons.;;;;;;;;;;X
TECH_APP_INF_3_2_NAME;Modern Flamethrowers;;;;;;;;;;X
TECH_APP_INF_3_2_DESC;The Modern Flamethrower was easy to use and portable. The older versions needed a crew to handle, but this one could be quickly used by combat engineers to root out the enemy from a cellar or a bunker.;;;;;;;;;;X
TECH_APP_INF_3_1_NAME;Service Rifle;;;;;;;;;;X
TECH_APP_INF_3_1_DESC;This rifle was the standard weapon of the infantryman and his primary armament. This version replaced the outmoded slow and cumbersome early rifles produced before the last war.;;;;;;;;;;X
TECH_APP_INF_2_7_NAME;Mountain Warfare Equipment;;;;;;;;;;X
TECH_APP_INF_2_7_DESC;This application allows the design and introduction of exclusive equipment and the modification of existing standard equipment for the use of Mountain Troops. It will increase the combat stats of such units.;;;;;;;;;;X
TECH_APP_INF_2_6_NAME;Jungle Warfare Equipment;;;;;;;;;;X
TECH_APP_INF_2_6_DESC;This application allows the design of special equipment used for warfare in a jungle environment. Without it, units performing operations in such an environment will be severely handicapped.;;;;;;;;;;X
TECH_APP_INF_2_5_NAME;Desert Warfare Equipment;;;;;;;;;;X
TECH_APP_INF_2_5_DESC;This application allows the design of special equipment used for warfare in a desert environment. Without it, units performing operations in such an environment will be severely handicapped.;;;;;;;;;;X
TECH_APP_INF_2_4_NAME;Arctic Warfare Equipment;;;;;;;;;;X
TECH_APP_INF_2_4_DESC;This application allows the design of special equipment used for warfare in an arctic environment. Without it, units performing operations in such an environment will be severely handicapped.;;;;;;;;;;X
TECH_APP_INF_2_3_NAME;Amphibious Warfare Equipment;;;;;;;;;;X
TECH_APP_INF_2_3_DESC;This application allows the design and introduction of exclusive equipment and the modification of existing standard equipment for the use of Marines. It will increase the combat stats of such units.;;;;;;;;;;X
TECH_APP_INF_2_2_NAME;Commando Warfare Equipment;;;;;;;;;;X
TECH_APP_INF_2_2_DESC;This application allows the design and introduction of both exclusive equipment and the testing of new prototype equipment for the use of Elite divisions. It will increase the combat stats of such units.;;;;;;;;;;X
TECH_APP_INF_2_1_NAME;Paratrooper Warfare Equipment;;;;;;;;;;X
TECH_APP_INF_2_1_DESC;This application allows the design and introduction of exclusive equipment and the modification of existing standard equipment for the use of Paratroops. It will increase the combat stats of such units.;;;;;;;;;;X
TECH_APP_INF_12_3_NAME;Helicopter Command System;;;;;;;;;;X
TECH_APP_INF_12_3_DESC;The most successful commanders of World War II led from the front in either a lead tank, an armoured signal vehicle or a staff tent in the front brigade. In the post war era the helicopter became the preferred vehicle of transportation by the commanders. The Americans in the Korean- and Vietnam wars and Israelis in the Arab-Israeli wars regularly used the helicopter to swiftly move between lead elements.;;;;;;;;;;X
TECH_APP_INF_12_2_NAME;Forward Observer Ground Bomber Directing;;;;;;;;;;X
TECH_APP_INF_12_2_DESC;At this point the combination of troop radio systems and the bomber navigational radar is good enough to enable a forward artillery observer to direct incoming Tactical Bombers accurately to their target.;;;;;;;;;;X
TECH_APP_INF_12_1_NAME;Advanced Signal Interception and Jamming Units;;;;;;;;;;X
TECH_APP_INF_12_1_DESC;By designing such signal warfare units, loaded with specialists and electronic equipment, enemy radio communications could be intercepted, codes broken, and messages and orders read. Furthermore these units used special jamming transmitters that could choke an enemy frequency with nonsense messages. By doing that the enemy's C3I system could be temporarily disrupted. These advanced units have better radios and more powerful transmitters. They also have a more efficient code-breaking capacity and most of its operations are supported by computers.;;;;;;;;;;X
